Girl1,103,16,76,Normal
Girl2,19,86,92,Choosy
Girl3,87,53,12,Normal
Girl4,176,54,10,Choosy
Girl5,188,32,93,Choosy
Girl6,78,73,1,Choosy
Girl7,115,17,4,Choosy
Girl8,45,84,25,Normal
Girl9,175,43,56,Choosy
Girl10,67,5,84,Normal
Girl11,207,76,65,Normal
Girl12,59,64,75,Normal
Girl13,27,23,93,Normal
Girl14,66,36,35,Choosy
Girl15,181,29,21,Choosy
Girl16,5,63,92,Normal
Girl17,160,51,99,Choosy
Girl18,174,27,76,Choosy
Girl19,222,36,55,Normal
Girl20,87,22,4,Choosy
Girl21,131,13,61,Choosy
Girl22,105,59,97,Normal
Girl23,4,18,20,Choosy
Girl24,51,77,40,Normal
Girl25,157,43,77,Choosy
Girl26,177,37,3,Choosy
Girl27,73,62,4,Normal
Girl28,21,13,65,Choosy
Girl29,238,81,93,Normal
Girl30,235,44,98,Normal
Girl31,131,51,52,Choosy
Girl32,129,38,0,Choosy
Girl33,215,93,14,Normal
Girl34,8,46,49,Normal
Girl35,63,98,9,Choosy
Girl36,93,72,99,Choosy
Girl37,229,37,75,Normal
Girl38,131,95,11,Normal
Girl39,6,67,7,Choosy
Girl40,35,5,9,Normal
Girl41,53,96,73,Choosy
Girl42,80,79,99,Choosy
Girl43,117,88,74,Normal
Girl44,109,91,85,Normal
Girl45,238,80,13,Normal
Girl46,52,6,38,Normal
Girl47,134,43,63,Choosy
Girl48,181,46,25,Choosy
Girl49,134,71,88,Normal
