Boy1,219,84,99,Miser,34
Boy2,133,41,95,Generous,69
Boy3,148,91,63,Miser,98
Boy4,52,95,74,Miser,41
Boy5,101,89,22,Generous,59
Boy6,19,11,89,Miser,95
Boy7,96,49,88,Miser,93
Boy8,233,84,15,Generous,82
Boy9,87,20,80,Generous,7
Boy10,97,97,19,Miser,74
Boy11,55,64,60,Miser,57
Boy12,88,26,93,Generous,14
Boy13,22,65,50,Generous,81
Boy14,164,92,35,Generous,72
Boy15,30,82,65,Generous,94
Boy16,175,96,61,Miser,84
Boy17,2,70,23,Miser,84
Boy18,18,61,68,Miser,60
Boy19,90,66,82,Generous,59
Boy20,25,92,40,Miser,60
Boy21,237,96,60,Miser,90
Boy22,59,38,16,Miser,33
Boy23,179,89,76,Generous,27
Boy24,96,98,13,Miser,89
Boy25,77,68,18,Miser,89
Boy26,162,22,99,Generous,40
Boy27,43,85,86,Generous,40
Boy28,8,37,72,Generous,41
Boy29,214,49,82,Generous,74
Boy30,220,72,8,Miser,42
Boy31,137,16,34,Miser,8
Boy32,148,61,25,Miser,5
Boy33,243,47,44,Miser,5
Boy34,102,62,49,Miser,40
Boy35,186,63,34,Miser,46
Boy36,137,89,93,Miser,10
Boy37,230,84,29,Generous,30
Boy38,45,21,14,Miser,70
Boy39,126,43,85,Generous,70
Boy40,161,20,44,Miser,77
Boy41,123,79,99,Miser,71
Boy42,202,69,80,Miser,87
Boy43,106,93,52,Miser,46
Boy44,115,84,53,Generous,80
Boy45,103,29,35,Generous,86
Boy46,61,68,45,Generous,10
Boy47,47,53,44,Generous,17
Boy48,219,46,7,Generous,69
Boy49,79,5,34,Miser,2
Boy50,45,67,51,Miser,87
Boy51,49,57,94,Miser,62
Boy52,75,58,12,Generous,68
Boy53,30,72,77,Miser,42
Boy54,225,29,60,Miser,10
Boy55,101,56,73,Generous,15
Boy56,80,35,23,Miser,66
Boy57,169,66,75,Miser,69
Boy58,132,12,21,Generous,48
Boy59,214,50,0,Miser,16
Boy60,69,90,12,Generous,80
Boy61,187,52,61,Generous,53
Boy62,173,78,20,Miser,96
Boy63,43,79,65,Generous,83
Boy64,64,96,44,Miser,23
Boy65,160,82,54,Miser,39
Boy66,126,82,57,Generous,96
Boy67,205,21,5,Miser,9
Boy68,200,86,60,Miser,57
Boy69,136,74,36,Generous,92
Boy70,175,59,94,Miser,10
Boy71,235,60,35,Generous,99
Boy72,188,35,33,Generous,1
Boy73,214,72,0,Generous,68
Boy74,23,77,94,Miser,39
Boy75,153,88,24,Miser,79
Boy76,187,93,58,Miser,61
Boy77,246,21,65,Generous,4
Boy78,61,32,27,Generous,10
Boy79,228,49,13,Generous,94
Boy80,135,64,55,Generous,40
Boy81,58,26,12,Generous,1
Boy82,177,22,32,Generous,70
Boy83,221,2,28,Generous,19
Boy84,72,11,38,Generous,8
Boy85,0,50,68,Miser,55
Boy86,41,11,25,Generous,29
Boy87,25,16,48,Miser,30
Boy88,230,64,49,Generous,14
Boy89,215,27,96,Miser,67
Boy90,160,71,0,Miser,93
Boy91,41,68,44,Miser,23
Boy92,12,57,14,Miser,24
Boy93,198,46,40,Miser,47
Boy94,182,2,25,Miser,74
Boy95,73,9,87,Miser,14
Boy96,202,57,99,Generous,84
Boy97,210,95,44,Generous,64
Boy98,217,57,78,Generous,7
Boy99,4,99,96,Miser,25
Boy100,231,14,98,Miser,86
Boy101,79,88,48,Generous,74
Boy102,158,80,37,Miser,62
Boy103,202,88,57,Miser,8
Boy104,91,60,69,Miser,90
Boy105,134,75,25,Generous,72
Boy106,7,74,86,Generous,18
Boy107,99,81,45,Miser,37
Boy108,211,61,59,Generous,5
Boy109,70,30,1,Miser,94
Boy110,111,81,61,Generous,87
Boy111,5,66,54,Generous,80
Boy112,187,25,18,Generous,9
Boy113,151,79,80,Miser,76
Boy114,122,98,17,Miser,65
Boy115,213,7,40,Generous,94
Boy116,197,1,57,Generous,28
Boy117,130,45,38,Miser,81
Boy118,75,61,0,Generous,79
Boy119,20,74,33,Generous,3
Boy120,162,31,7,Miser,16
Boy121,187,85,20,Generous,42
Boy122,121,89,90,Miser,8
Boy123,190,42,27,Miser,25
Boy124,127,16,34,Miser,1
Boy125,94,79,54,Generous,50
Boy126,1,33,26,Miser,56
Boy127,163,58,41,Generous,69
Boy128,197,20,6,Miser,98
Boy129,202,29,63,Generous,31
Boy130,16,19,87,Miser,75
Boy131,39,59,34,Generous,80
Boy132,91,15,67,Miser,34
Boy133,214,14,38,Miser,58
Boy134,136,69,44,Generous,34
Boy135,240,49,18,Generous,46
Boy136,184,60,26,Generous,59
Boy137,228,28,73,Generous,47
Boy138,47,98,31,Miser,40
Boy139,146,12,51,Generous,4
Boy140,6,17,55,Generous,84
Boy141,184,56,35,Miser,4
Boy142,123,34,76,Generous,94
Boy143,2,68,5,Miser,56
Boy144,27,54,99,Miser,28
Boy145,130,74,94,Miser,9
Boy146,196,67,40,Miser,84
Boy147,58,63,38,Generous,71
Boy148,34,31,73,Generous,72
Boy149,79,29,63,Miser,9
Boy150,246,41,72,Generous,7
Boy151,6,18,61,Generous,50
Boy152,145,29,20,Generous,42
Boy153,143,62,88,Miser,27
Boy154,230,77,52,Generous,67
Boy155,32,24,44,Generous,34
Boy156,183,9,65,Generous,64
Boy157,187,18,85,Generous,3
Boy158,75,9,44,Generous,37
Boy159,229,46,41,Generous,11
Boy160,12,65,63,Generous,63
Boy161,126,63,30,Miser,77
Boy162,184,59,37,Miser,2
Boy163,194,49,12,Generous,75
Boy164,79,14,58,Miser,68
Boy165,231,35,88,Miser,22
Boy166,26,49,86,Generous,95
Boy167,5,41,36,Generous,60
Boy168,161,7,4,Generous,94
Boy169,122,31,53,Miser,54
Boy170,120,46,59,Miser,46
Boy171,44,42,77,Generous,28
Boy172,48,4,60,Miser,15
Boy173,223,81,3,Generous,74
Boy174,137,83,51,Miser,34
Boy175,126,98,28,Miser,37
Boy176,237,11,87,Miser,65
Boy177,188,5,51,Generous,85
Boy178,14,49,46,Miser,71
Boy179,37,18,89,Miser,53
Boy180,192,1,50,Generous,69
Boy181,86,40,23,Generous,86
Boy182,218,42,37,Generous,38
Boy183,236,76,46,Generous,36
Boy184,92,29,36,Generous,50
Boy185,97,40,83,Miser,66
Boy186,151,38,42,Miser,7
Boy187,146,18,57,Miser,66
Boy188,7,30,37,Miser,88
Boy189,245,32,3,Generous,11
Boy190,191,65,89,Miser,85
Boy191,224,8,37,Generous,4
Boy192,169,67,27,Generous,36
Boy193,6,35,49,Generous,70
Boy194,14,67,32,Generous,55
Boy195,243,15,21,Generous,14
Boy196,93,4,45,Generous,9
Boy197,246,63,15,Generous,49
Boy198,119,81,16,Miser,53
Boy199,62,65,79,Miser,51
